Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1124,62,Male,Belt,Accessories,63,Montana,S,Beige,Winter,3.2,No,Free Shipping,No,No,29,Debit Card,Monthly
1125,50,Female,Shoes,Footwear,80,Indiana,S,Magenta,Winter,3.0,No,Standard,No,No,14,Cash,Monthly
1126,26,Female,Shoes,Footwear,100,Massachusetts,S,Olive,Winter,4.1,Yes,Express,No,No,7,Bank Transfer,Monthly
1127,18,Female,Gloves,Accessories,95,Georgia,S,Gray,Summer,3.3,Yes,Next Day Air,Yes,Yes,40,Credit Card,Monthly
1128,35,Male,Sandals,Footwear,24,Idaho,L,Yellow,Summer,3.7,No,Free Shipping,No,No,47,Debit Card,Bi-Weekly
1129,70,Female,Boots,Footwear,59,New Mexico,L,Turquoise,Summer,3.6,Yes,Store Pickup,Yes,Yes,23,Bank Transfer,Weekly
1130,53,Male,Shorts,Clothing,81,Michigan,M,Purple,Spring,4.0,No,Store Pickup,No,No,13,Credit Card,Fortnightly
1131,35,Male,Skirt,Clothing,78,Illinois,L,White,Fall,3.5,No,2-Day Shipping,No,No,30,Venmo,Every 3 Months
1132,63,Male,Shorts,Clothing,75,Iowa,M,Turquoise,Summer,2.8,No,Free Shipping,Yes,Yes,23,PayPal,Every 3 Months
1133,54,Male,Handbag,Accessories,40,Oregon,M,Turquoise,Winter,3.6,No,2-Day Shipping,Yes,Yes,28,Debit Card,Weekly
1134,64,Male,Scarf,Accessories,69,Alabama,XL,White,Spring,4.6,No,2-Day Shipping,Yes,Yes,50,Cash,Bi-Weekly
1135,22,Female,Belt,Accessories,36,Wisconsin,XL,Red,Summer,4.4,No,Standard,No,No,46,Credit Card,Every 3 Months
1136,49,Male,Shoes,Footwear,100,Arizona,M,Black,Spring,4.2,No,Next Day Air,Yes,Yes,35,Credit Card,Annually
1137,26,Male,Shoes,Footwear,78,Idaho,S,Pink,Summer,3.6,No,Next Day Air,No,No,8,PayPal,Quarterly
1138,68,Male,Blouse,Clothing,47,Mississippi,L,Indigo,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,36,Debit Card,Annually
1139,51,Female,T-shirt,Clothing,68,Wyoming,M,Olive,Summer,3.3,Yes,Standard,No,No,36,Debit Card,Quarterly
1140,37,Male,Sandals,Footwear,26,Oklahoma,M,Green,Fall,3.5,No,Next Day Air,Yes,Yes,2,Bank Transfer,Quarterly
1141,40,Male,Handbag,Accessories,37,Maine,M,Brown,Summer,2.5,No,Store Pickup,No,No,11,Debit Card,Weekly
1142,26,Female,Pants,Clothing,67,South Carolina,M,Green,Fall,4.6,No,2-Day Shipping,Yes,Yes,41,PayPal,Annually
1143,42,Male,Belt,Accessories,41,New Hampshire,M,Charcoal,Spring,3.2,No,2-Day Shipping,Yes,Yes,7,Debit Card,Annually
1144,32,Male,Sweater,Clothing,86,New Mexico,L,Charcoal,Winter,4.9,No,Standard,No,No,19,Bank Transfer,Annually
1145,46,Male,Hat,Accessories,39,South Carolina,XL,Violet,Summer,2.9,No,Next Day Air,No,No,37,Venmo,Bi-Weekly
1146,21,Male,Jacket,Outerwear,88,Utah,M,Blue,Summer,2.5,No,Next Day Air,No,No,42,Cash,Bi-Weekly
1147,36,Female,Skirt,Clothing,22,West Virginia,M,Yellow,Spring,3.6,No,Free Shipping,Yes,Yes,28,PayPal,Weekly
1148,70,Male,Sneakers,Footwear,95,Iowa,L,Magenta,Winter,2.8,No,Store Pickup,No,No,20,PayPal,Monthly
1149,51,Male,Handbag,Accessories,38,Utah,M,Gold,Winter,3.3,No,Free Shipping,Yes,Yes,34,Cash,Every 3 Months
1150,58,Male,Coat,Outerwear,37,Mississippi,M,White,Fall,4.1,Yes,Standard,Yes,Yes,7,Venmo,Fortnightly
1151,59,Male,Boots,Footwear,67,Rhode Island,M,Pink,Winter,2.9,No,Store Pickup,No,No,40,Credit Card,Annually
1152,30,Male,Hoodie,Clothing,54,New York,S,Pink,Fall,4.8,No,Free Shipping,Yes,Yes,14,Venmo,Fortnightly
1153,53,Male,Jewelry,Accessories,71,Utah,L,Violet,Summer,4.6,Yes,Standard,Yes,Yes,11,Venmo,Fortnightly
1154,42,Female,Sandals,Footwear,36,New Jersey,S,Maroon,Winter,4.0,Yes,Store Pickup,No,No,37,Debit Card,Every 3 Months
1155,51,Male,Socks,Clothing,86,Arizona,S,Magenta,Fall,3.9,No,Free Shipping,No,No,4,PayPal,Every 3 Months
1156,37,Male,Gloves,Accessories,73,Oklahoma,M,Charcoal,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,16,Credit Card,Weekly
1157,61,Male,Pants,Clothing,40,Montana,M,Magenta,Fall,2.8,No,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly
1158,42,Female,Socks,Clothing,33,Delaware,M,Green,Fall,3.7,No,Express,Yes,Yes,9,Bank Transfer,Fortnightly
1159,33,Female,Pants,Clothing,53,Wyoming,S,Red,Winter,5.0,No,Express,Yes,Yes,27,Venmo,Monthly
1160,70,Male,T-shirt,Clothing,86,West Virginia,L,Lavender,Fall,2.9,No,Standard,Yes,Yes,42,Venmo,Monthly
1161,53,Female,Jacket,Outerwear,24,Texas,S,Purple,Spring,,No,Store Pickup,No,No,30,Venmo,Fortnightly
1162,49,Male,T-shirt,Clothing,31,Maryland,L,Green,Winter,4.2,No,Free Shipping,No,No,28,Cash,Annually
1163,44,Female,Dress,Clothing,79,Oregon,M,Purple,Fall,3.4,No,Standard,Yes,Yes,40,PayPal,Fortnightly
1164,25,Male,Handbag,Accessories,80,New Mexico,L,Pink,Summer,4.4,Yes,Free Shipping,No,No,19,Venmo,Fortnightly
1165,70,Male,Belt,Accessories,60,New York,M,Red,Spring,3.0,No,Express,No,No,27,PayPal,Quarterly
1166,61,Female,Coat,Outerwear,71,Alaska,M,Silver,Summer,4.4,Yes,2-Day Shipping,No,No,13,Credit Card,Every 3 Months
1167,67,Male,Backpack,Accessories,84,Ohio,M,Pink,Fall,4.2,No,Free Shipping,No,No,36,Cash,Fortnightly
1168,45,Female,Sneakers,Footwear,72,Colorado,L,Lavender,Summer,3.2,Yes,Free Shipping,Yes,Yes,18,Bank Transfer,Annually
1169,48,Male,Shirt,Clothing,26,Virginia,L,Teal,Fall,3.1,Yes,Free Shipping,No,No,28,Cash,Weekly
1170,37,Male,Scarf,Accessories,98,Indiana,M,Maroon,Spring,4.2,No,2-Day Shipping,No,No,27,Debit Card,Annually
1171,19,Male,T-shirt,Clothing,34,Colorado,M,Beige,Winter,4.5,Yes,Standard,No,No,24,Bank Transfer,Monthly
1172,49,Female,Sneakers,Footwear,96,Florida,M,Beige,Spring,3.9,Yes,Store Pickup,Yes,Yes,20,Debit Card,Weekly
1173,45,Male,Hat,Accessories,57,Maryland,M,Pink,Summer,3.6,Yes,2-Day Shipping,No,No,4,PayPal,Every 3 Months
1174,62,Female,Skirt,Clothing,20,Texas,S,Green,Winter,4.1,Yes,Free Shipping,Yes,Yes,3,Debit Card,Weekly
1175,47,Female,Shoes,Footwear,89,Indiana,M,Beige,Summer,4.7,No,Next Day Air,Yes,Yes,33,Venmo,Weekly
1176,48,Male,Belt,Accessories,76,South Dakota,S,Pink,Winter,3.6,No,Next Day Air,No,No,45,Credit Card,Every 3 Months
1177,51,Male,Hat,Accessories,92,North Carolina,M,Maroon,Fall,3.7,No,Free Shipping,No,No,22,Credit Card,Bi-Weekly
1178,62,Female,Hoodie,Clothing,24,Rhode Island,L,Turquoise,Winter,3.7,No,Next Day Air,No,No,25,Bank Transfer,Fortnightly
1179,54,Male,Shoes,Footwear,93,Louisiana,S,Peach,Spring,4.6,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Bi-Weekly
1180,52,Male,Gloves,Accessories,87,Rhode Island,M,Lavender,Spring,4.0,No,Free Shipping,No,No,26,Credit Card,Every 3 Months
1181,69,Male,Shoes,Footwear,36,New Mexico,L,Orange,Spring,4.1,Yes,Free Shipping,No,No,1,Venmo,Annually
1182,40,Male,Pants,Clothing,97,Utah,M,Black,Winter,2.9,Yes,Next Day Air,No,No,11,Venmo,Quarterly
1183,53,Male,Jewelry,Accessories,91,Connecticut,M,Pink,Summer,3.9,No,Express,No,No,39,Venmo,Weekly
1184,29,Male,T-shirt,Clothing,85,Wisconsin,L,Silver,Spring,5.0,No,Express,No,No,36,Cash,Every 3 Months
1185,31,Female,Hat,Accessories,25,Rhode Island,M,Red,Fall,3.7,No,2-Day Shipping,No,No,49,Debit Card,Weekly
1186,49,Female,Handbag,Accessories,75,Illinois,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,6,Credit Card,Every 3 Months
1187,34,Male,Sandals,Footwear,76,Louisiana,L,Orange,Summer,4.1,No,Next Day Air,No,No,50,Credit Card,Every 3 Months
1188,26,Male,Coat,Outerwear,81,Montana,XL,Gold,Summer,3.5,No,Store Pickup,Yes,Yes,20,Venmo,Annually
1189,44,Male,Hoodie,Clothing,85,Pennsylvania,XL,White,Winter,4.5,No,Next Day Air,Yes,Yes,10,Bank Transfer,Annually
1190,50,Female,Sneakers,Footwear,98,Rhode Island,S,Orange,Spring,4.8,Yes,Store Pickup,No,No,31,Bank Transfer,Bi-Weekly
1191,18,Male,Hoodie,Clothing,29,Nebraska,M,Olive,Summer,3.5,No,Express,Yes,Yes,37,Debit Card,Weekly
1192,30,Male,T-shirt,Clothing,48,New York,M,Red,Fall,3.9,Yes,Free Shipping,Yes,Yes,10,Cash,Annually
1193,29,Female,Socks,Clothing,20,Virginia,M,Indigo,Winter,4.6,No,Express,No,No,43,Credit Card,Fortnightly
1194,70,Male,Shorts,Clothing,44,Iowa,M,Red,Summer,3.5,Yes,Free Shipping,No,No,21,PayPal,Every 3 Months
1195,69,Male,Shoes,Footwear,36,Montana,M,Brown,Fall,4.2,No,Standard,Yes,Yes,42,Debit Card,Every 3 Months
1196,36,Male,Handbag,Accessories,95,Missouri,L,Gold,Spring,3.9,No,Store Pickup,Yes,Yes,10,PayPal,Monthly
1197,67,Male,Blouse,Clothing,60,Tennessee,L,Yellow,Spring,3.8,No,2-Day Shipping,Yes,Yes,50,Cash,Every 3 Months
1198,70,Female,Sandals,Footwear,81,Illinois,XL,Orange,Summer,3.4,No,2-Day Shipping,Yes,Yes,34,PayPal,Quarterly
1199,29,Male,Coat,Outerwear,82,California,M,White,Spring,3.4,Yes,Express,No,No,12,Cash,Annually
1200,47,Male,Sunglasses,Accessories,45,New Hampshire,M,Silver,Summer,5.0,No,Next Day Air,Yes,Yes,44,Cash,Annually
1201,35,Male,Belt,Accessories,90,Connecticut,S,Orange,Summer,3.1,Yes,Express,Yes,Yes,2,Credit Card,Annually
1202,29,Female,Boots,Footwear,94,Missouri,M,Silver,Fall,5.0,No,Free Shipping,No,No,4,Credit Card,Weekly
1203,70,Male,Dress,Clothing,96,Oregon,M,Green,Spring,4.1,No,Next Day Air,Yes,Yes,38,PayPal,Annually
1204,25,Female,Coat,Outerwear,93,Idaho,XL,White,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,17,Credit Card,Annually
1205,62,Female,Socks,Clothing,85,New York,M,Magenta,Spring,4.6,Yes,Next Day Air,No,No,19,Cash,Monthly
1206,62,Female,T-shirt,Clothing,46,Pennsylvania,S,Black,Fall,4.3,No,Store Pickup,No,No,36,PayPal,Bi-Weekly
1207,24,Male,Sneakers,Footwear,100,South Carolina,M,Black,Fall,2.7,No,Store Pickup,No,No,10,Credit Card,Monthly
1208,57,Male,Socks,Clothing,49,Utah,XL,Blue,Winter,3.3,Yes,Store Pickup,No,No,11,Debit Card,Annually
1209,27,Male,Hoodie,Clothing,93,Connecticut,S,Purple,Winter,4.9,Yes,Store Pickup,No,No,36,Venmo,Annually
1210,49,Female,Belt,Accessories,90,Hawaii,M,Purple,Winter,4.0,Yes,Next Day Air,No,No,6,Bank Transfer,Every 3 Months
1211,67,Female,T-shirt,Clothing,42,Washington,M,Blue,Winter,3.9,Yes,2-Day Shipping,No,No,13,Credit Card,Every 3 Months
1212,53,Male,Socks,Clothing,82,Massachusetts,L,White,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Fortnightly
1213,35,Female,Hoodie,Clothing,44,Montana,M,Indigo,Spring,3.4,No,Next Day Air,No,No,40,Venmo,Every 3 Months
1214,62,Female,Jeans,Clothing,56,Nevada,M,Orange,Spring,4.3,No,Express,No,No,14,PayPal,Weekly
1215,50,Female,Backpack,Accessories,84,Massachusetts,L,Yellow,Spring,2.9,No,Standard,No,No,8,Cash,Fortnightly
1216,66,Female,Sunglasses,Accessories,94,Tennessee,M,Violet,Spring,3.9,No,Next Day Air,No,No,39,Credit Card,Fortnightly
1217,47,Female,Pants,Clothing,47,North Dakota,M,Red,Fall,2.9,Yes,Next Day Air,Yes,Yes,10,Credit Card,Quarterly
1218,48,Female,Sandals,Footwear,40,Nevada,S,White,Spring,4.0,Yes,Express,Yes,Yes,48,PayPal,Every 3 Months
1219,70,Male,Jeans,Clothing,37,South Carolina,S,Olive,Summer,2.6,Yes,Express,No,No,32,Bank Transfer,Fortnightly
1220,60,Male,Blouse,Clothing,65,Pennsylvania,S,Purple,Spring,2.6,No,Free Shipping,No,No,1,Cash,Quarterly
1221,23,Female,Sneakers,Footwear,74,Illinois,M,Beige,Summer,3.0,Yes,Standard,No,No,16,Venmo,Fortnightly
1222,66,Male,Socks,Clothing,68,Idaho,XL,Gold,Summer,3.8,No,Free Shipping,No,No,44,PayPal,Quarterly
1223,27,Male,Hoodie,Clothing,29,Alabama,L,Red,Winter,4.4,No,Express,No,No,9,Debit Card,Annually
1224,49,Female,Jeans,Clothing,24,Tennessee,M,Beige,Winter,3.0,No,Next Day Air,No,No,20,Cash,Annually
1225,47,Male,T-shirt,Clothing,88,Idaho,M,Yellow,Summer,3.3,No,Next Day Air,Yes,Yes,28,Credit Card,Every 3 Months
1226,31,Male,Skirt,Clothing,39,West Virginia,S,Peach,Fall,3.4,No,Express,No,No,3,Bank Transfer,Weekly
1227,36,Female,Dress,Clothing,94,Delaware,L,Olive,Summer,3.3,Yes,2-Day Shipping,No,No,40,Cash,Every 3 Months
1228,33,Male,Shirt,Clothing,54,Louisiana,XL,Charcoal,Fall,,No,Standard,No,No,23,Venmo,Every 3 Months
1229,53,Female,Hoodie,Clothing,59,California,M,Yellow,Summer,3.6,No,2-Day Shipping,No,No,49,PayPal,Quarterly
1230,44,Female,Hat,Accessories,88,Michigan,M,Olive,Winter,4.2,No,Next Day Air,No,No,4,Bank Transfer,Bi-Weekly
1231,64,Male,Socks,Clothing,92,Washington,S,Purple,Summer,3.8,No,2-Day Shipping,Yes,Yes,35,PayPal,Weekly
1232,18,Male,Shorts,Clothing,96,Ohio,M,Indigo,Winter,2.9,No,Free Shipping,No,No,18,Venmo,Weekly
1233,45,Male,Hoodie,Clothing,32,Maryland,M,Blue,Winter,3.3,Yes,Free Shipping,No,No,15,Venmo,Annually
1234,33,Female,Pants,Clothing,46,Connecticut,M,Gray,Spring,2.8,No,Next Day Air,No,No,47,Debit Card,Monthly
1235,44,Male,Jeans,Clothing,44,Oklahoma,L,Blue,Summer,4.9,No,Free Shipping,Yes,Yes,49,Cash,Monthly
1236,42,Male,Sunglasses,Accessories,21,Delaware,M,Yellow,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Fortnightly
1237,57,Female,Shoes,Footwear,28,Montana,M,Pink,Spring,3.1,No,Free Shipping,Yes,Yes,48,Cash,Bi-Weekly
1238,29,Male,Sneakers,Footwear,30,South Carolina,XL,Lavender,Fall,4.9,No,2-Day Shipping,No,No,17,Cash,Bi-Weekly
1239,50,Male,Belt,Accessories,51,New Jersey,M,Black,Summer,3.8,No,Next Day Air,Yes,Yes,22,Debit Card,Fortnightly
1240,60,Female,Sandals,Footwear,37,Hawaii,M,Gold,Fall,4.4,Yes,Free Shipping,No,No,11,Bank Transfer,Monthly
1241,34,Male,Boots,Footwear,98,Delaware,M,Green,Spring,4.9,No,Standard,Yes,Yes,32,Cash,Quarterly
1242,43,Male,Jewelry,Accessories,48,Delaware,S,Lavender,Fall,3.7,Yes,Store Pickup,No,No,35,PayPal,Weekly
1243,69,Male,Sandals,Footwear,46,Nebraska,S,Orange,Summer,4.0,Yes,Express,No,No,24,Venmo,Bi-Weekly
1244,54,Male,T-shirt,Clothing,21,Massachusetts,XL,Green,Summer,3.1,Yes,Standard,No,No,10,Debit Card,Weekly
1245,28,Male,Handbag,Accessories,52,Nevada,L,Silver,Spring,4.9,Yes,Express,No,No,39,Debit Card,Weekly
1246,39,Female,Gloves,Accessories,67,Illinois,S,Gray,Fall,2.7,No,Next Day Air,No,No,27,Venmo,Quarterly
1247,47,Male,Backpack,Accessories,33,Connecticut,S,Indigo,Fall,3.9,Yes,2-Day Shipping,No,No,17,Credit Card,Weekly
1248,44,Male,Handbag,Accessories,33,Michigan,S,Gray,Spring,2.6,Yes,Store Pickup,No,No,9,Debit Card,Every 3 Months
1249,54,Male,Shorts,Clothing,33,Kentucky,M,Peach,Spring,3.4,No,Free Shipping,Yes,Yes,36,PayPal,Bi-Weekly
1250,65,Male,Boots,Footwear,99,Minnesota,L,Cyan,Fall,2.9,No,Standard,Yes,Yes,42,Cash,Weekly
1251,66,Female,Sweater,Clothing,57,Montana,L,Pink,Fall,4.0,No,Express,Yes,Yes,30,Bank Transfer,Bi-Weekly
1252,46,Male,Hoodie,Clothing,29,Pennsylvania,M,Red,Winter,4.9,Yes,Store Pickup,Yes,Yes,24,Venmo,Annually
1253,69,Male,Hat,Accessories,50,Minnesota,S,Lavender,Winter,2.8,No,Next Day Air,Yes,Yes,3,Bank Transfer,Annually
1254,59,Male,Sandals,Footwear,94,California,L,Lavender,Winter,2.8,No,Standard,Yes,Yes,11,Bank Transfer,Monthly
1255,57,Female,Skirt,Clothing,95,Utah,S,Magenta,Fall,3.7,No,Express,Yes,Yes,16,Debit Card,Every 3 Months
1256,56,Male,Sunglasses,Accessories,92,Texas,S,Violet,Spring,2.8,Yes,Free Shipping,No,No,2,PayPal,Every 3 Months
1257,23,Male,Shorts,Clothing,92,Idaho,M,Teal,Spring,3.4,No,2-Day Shipping,Yes,Yes,43,Credit Card,Quarterly
1258,62,Male,T-shirt,Clothing,26,Delaware,M,Maroon,Spring,3.9,No,Express,No,No,27,Debit Card,Quarterly
1259,23,Female,Pants,Clothing,32,Texas,M,Beige,Winter,3.8,Yes,Standard,Yes,Yes,21,PayPal,Monthly
1260,18,Female,Sunglasses,Accessories,65,Georgia,L,Gray,Spring,3.1,No,Express,No,No,21,Credit Card,Quarterly
1261,66,Female,Skirt,Clothing,54,Maine,XL,Maroon,Fall,3.7,No,Standard,Yes,Yes,12,PayPal,Annually
1262,69,Male,Boots,Footwear,26,Delaware,M,Violet,Spring,4.5,No,Standard,No,No,22,Credit Card,Weekly
1263,34,Male,Shirt,Clothing,51,Hawaii,S,Green,Fall,4.7,No,Next Day Air,No,No,3,Bank Transfer,Every 3 Months
1264,63,Female,Dress,Clothing,42,Texas,M,Peach,Winter,4.9,No,Next Day Air,No,No,30,Credit Card,Annually
1265,31,Female,Shorts,Clothing,47,Nebraska,L,Beige,Summer,3.2,No,Express,No,No,7,Bank Transfer,Every 3 Months
1266,38,Male,Socks,Clothing,39,Wisconsin,XL,Indigo,Winter,2.8,No,Next Day Air,No,No,33,Credit Card,Weekly
1267,48,Female,Jacket,Outerwear,21,Delaware,M,Teal,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Monthly
1268,24,Male,Jacket,Outerwear,45,Colorado,M,Red,Winter,4.8,No,Free Shipping,No,No,42,PayPal,Bi-Weekly
1269,65,Male,Boots,Footwear,82,Minnesota,M,Teal,Summer,3.2,No,Free Shipping,No,No,12,Debit Card,Annually
1270,53,Male,Sweater,Clothing,87,North Dakota,S,Gold,Spring,4.5,No,Express,Yes,Yes,17,Debit Card,Quarterly
1271,42,Male,Boots,Footwear,91,Kentucky,L,Gold,Fall,3.6,Yes,Next Day Air,Yes,Yes,16,PayPal,Fortnightly
1272,28,Female,Skirt,Clothing,97,Maine,L,Brown,Summer,5.0,No,2-Day Shipping,No,No,35,Bank Transfer,Bi-Weekly
1273,59,Female,Shirt,Clothing,84,Indiana,M,Peach,Summer,4.0,No,Next Day Air,Yes,Yes,38,Debit Card,Annually
1274,19,Male,Scarf,Accessories,52,New Hampshire,S,Gold,Winter,4.2,Yes,Next Day Air,No,No,22,Debit Card,Fortnightly
1275,29,Female,Blouse,Clothing,21,Missouri,S,Blue,Summer,4.9,No,Express,No,No,30,Venmo,Every 3 Months
1276,44,Male,Blouse,Clothing,35,Wyoming,L,Beige,Spring,4.0,No,Standard,No,No,14,Bank Transfer,Every 3 Months
1277,45,Male,Coat,Outerwear,60,Vermont,M,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
1278,35,Male,T-shirt,Clothing,36,Delaware,L,Maroon,Summer,3.4,No,Express,No,No,8,Cash,Quarterly
1279,31,Male,Boots,Footwear,62,North Carolina,S,Red,Spring,3.1,Yes,Store Pickup,No,No,30,Cash,Weekly
1280,36,Male,T-shirt,Clothing,52,Michigan,L,Lavender,Fall,4.3,No,Next Day Air,No,No,47,Cash,Weekly
1281,63,Male,Pants,Clothing,51,Kansas,L,Peach,Winter,2.8,No,Free Shipping,No,No,48,Bank Transfer,Every 3 Months
1282,62,Male,Gloves,Accessories,70,Arizona,S,Gold,Winter,,No,Store Pickup,Yes,Yes,39,PayPal,Monthly
1283,66,Male,Shirt,Clothing,47,Maryland,XL,Maroon,Summer,4.5,No,Store Pickup,No,No,5,Cash,Weekly
1284,40,Male,Pants,Clothing,83,Wisconsin,M,Violet,Spring,4.6,Yes,Express,No,No,31,Credit Card,Annually
1285,65,Female,Sweater,Clothing,56,Pennsylvania,L,Green,Spring,4.0,No,Express,Yes,Yes,42,Venmo,Annually
1286,54,Female,Skirt,Clothing,23,Wyoming,M,Gray,Spring,3.3,No,2-Day Shipping,Yes,Yes,45,Bank Transfer,Weekly
1287,39,Male,Sweater,Clothing,90,Delaware,M,Orange,Summer,4.8,Yes,Express,No,No,50,PayPal,Quarterly
1288,52,Male,Jeans,Clothing,51,Arizona,L,Olive,Winter,4.8,No,Store Pickup,Yes,Yes,6,PayPal,Bi-Weekly
1289,49,Female,Jacket,Outerwear,77,North Carolina,M,Gray,Winter,4.1,No,Express,Yes,Yes,50,Credit Card,Fortnightly
1290,50,Male,Boots,Footwear,73,Massachusetts,L,White,Fall,4.4,No,Store Pickup,Yes,Yes,23,Venmo,Every 3 Months
1291,49,Male,Handbag,Accessories,90,Georgia,S,Green,Spring,4.1,No,Store Pickup,No,No,11,Venmo,Quarterly
1292,27,Male,Hoodie,Clothing,60,Maine,L,Beige,Winter,3.4,No,Store Pickup,No,No,36,PayPal,Every 3 Months
1293,64,Male,Belt,Accessories,83,Minnesota,S,Gold,Summer,3.5,No,2-Day Shipping,Yes,Yes,25,Venmo,Annually
1294,54,Female,Backpack,Accessories,64,Wisconsin,L,Teal,Fall,4.4,No,Standard,Yes,Yes,13,PayPal,Monthly
1295,44,Male,Jewelry,Accessories,37,Colorado,L,Beige,Fall,4.6,No,Free Shipping,No,No,31,Venmo,Annually
1296,69,Female,Pants,Clothing,91,Florida,XL,Charcoal,Summer,2.7,Yes,Free Shipping,No,No,33,Credit Card,Quarterly
1297,36,Male,Blouse,Clothing,87,Iowa,M,Gray,Summer,4.6,No,Standard,Yes,Yes,27,Debit Card,Quarterly
1298,29,Female,T-shirt,Clothing,80,Virginia,M,Cyan,Spring,3.2,No,Free Shipping,Yes,Yes,32,Cash,Annually
1299,33,Male,T-shirt,Clothing,35,Maryland,L,Blue,Fall,4.6,No,Express,Yes,Yes,32,Cash,Annually
1300,23,Female,Sneakers,Footwear,51,South Dakota,L,Gray,Summer,3.0,No,Free Shipping,Yes,Yes,47,Debit Card,Weekly
1301,67,Male,Scarf,Accessories,24,South Dakota,M,Charcoal,Winter,2.8,Yes,Standard,Yes,Yes,8,Venmo,Fortnightly
1302,34,Female,Handbag,Accessories,33,Virginia,XL,Orange,Fall,4.1,No,Express,No,No,13,PayPal,Monthly
1303,31,Male,Shoes,Footwear,99,Michigan,M,Magenta,Summer,2.5,No,2-Day Shipping,Yes,Yes,46,Venmo,Weekly
1304,57,Male,Gloves,Accessories,51,Oregon,M,Brown,Winter,2.9,No,Express,No,No,16,Debit Card,Every 3 Months
1305,33,Female,Jeans,Clothing,90,Wyoming,L,Silver,Fall,2.6,No,Next Day Air,Yes,Yes,13,PayPal,Weekly
1306,30,Male,Blouse,Clothing,54,Tennessee,M,Cyan,Fall,4.7,No,Express,No,No,24,Cash,Annually
1307,60,Male,Coat,Outerwear,83,Rhode Island,L,Maroon,Spring,4.2,No,Standard,Yes,Yes,34,Venmo,Monthly
1308,68,Female,Jeans,Clothing,46,Washington,M,Blue,Fall,2.5,No,2-Day Shipping,No,No,11,Credit Card,Weekly
1309,55,Female,Hoodie,Clothing,55,Oklahoma,M,Cyan,Spring,2.7,No,Store Pickup,No,No,8,Credit Card,Every 3 Months
1310,53,Male,Scarf,Accessories,77,Arkansas,L,Lavender,Winter,3.0,No,Next Day Air,Yes,Yes,29,Debit Card,Every 3 Months
1311,55,Male,Sandals,Footwear,75,Maryland,L,Yellow,Spring,4.7,Yes,Store Pickup,No,No,43,Debit Card,Bi-Weekly
1312,38,Male,Sandals,Footwear,38,Colorado,M,Red,Spring,4.3,No,Store Pickup,Yes,Yes,37,Venmo,Weekly
1313,61,Male,Sunglasses,Accessories,37,Alabama,L,Purple,Summer,2.6,No,Standard,No,No,50,Debit Card,Fortnightly
1314,53,Male,Jewelry,Accessories,70,Mississippi,L,Olive,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,16,Debit Card,Annually
1315,57,Male,Sweater,Clothing,81,Colorado,M,Charcoal,Fall,2.6,No,Next Day Air,No,No,2,Debit Card,Monthly
1316,60,Male,T-shirt,Clothing,97,Wyoming,M,Gray,Summer,3.8,Yes,Express,Yes,Yes,17,Cash,Weekly
1317,53,Male,Scarf,Accessories,93,Utah,L,Olive,Spring,4.7,Yes,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1318,52,Male,Skirt,Clothing,29,South Dakota,S,Indigo,Winter,3.4,No,Standard,No,No,12,Credit Card,Quarterly
1319,60,Female,Boots,Footwear,52,Idaho,S,Orange,Fall,2.6,Yes,Next Day Air,Yes,Yes,26,Cash,Fortnightly
1320,38,Male,Skirt,Clothing,57,California,S,Green,Winter,4.8,Yes,Next Day Air,No,No,13,PayPal,Quarterly
1321,30,Female,Blouse,Clothing,73,Texas,L,Purple,Winter,4.1,No,Store Pickup,No,No,29,Bank Transfer,Fortnightly
1322,65,Male,Coat,Outerwear,53,California,M,Charcoal,Fall,4.0,Yes,Free Shipping,No,No,21,Bank Transfer,Quarterly
1323,42,Male,Sweater,Clothing,47,Washington,S,Peach,Summer,3.0,No,2-Day Shipping,Yes,Yes,17,Debit Card,Every 3 Months
1324,61,Male,Scarf,Accessories,66,Montana,M,Beige,Winter,4.9,No,Standard,No,No,25,Credit Card,Every 3 Months
1325,21,Male,Jeans,Clothing,23,Illinois,M,Black,Spring,3.5,No,2-Day Shipping,No,No,49,Cash,Every 3 Months
1326,36,Female,Coat,Outerwear,48,Nebraska,M,Black,Winter,4.0,Yes,2-Day Shipping,No,No,3,Venmo,Annually
1327,34,Female,Jeans,Clothing,35,Delaware,M,White,Spring,3.3,No,2-Day Shipping,Yes,Yes,15,Debit Card,Bi-Weekly
